rollout/ep_rew_mean,time/fps,eval/mean_reward,time/total_timesteps,train/n_updates,eval/std_reward,eval/mean_ep_length,train/learning_rate,rollout/ep_len_mean,time/iterations,train/critic_loss,train/actor_loss,training/completed
2.94380202856068,9.997512720936705,4.385263399521412,36000,35900,3.548891605050354,4,0.0001,500.0,360,0.00020451325690373778,-0.010508484207093716,
3.533032642550387,91.95409556306511,2.3359992746634592,36400,36300,5.480983138497626,4,0.0001,500.0,364,0.00023879908258095384,-0.01223839446902275,
4.370275167404415,170.28350107383696,5.413372936447625,36800,36700,2.4723989996905984,4,0.0001,500.0,368,0.0001633508800296113,-0.013899534940719604,
6.96734581599118,137.56137173577798,8.881619896221812,37200,37100,7.152872117309916,4,0.0001,500.0,372,0.00019740038260351866,-0.01984856091439724,
8.02527043342082,138.03781975291903,3.2097238584981094,37600,37500,6.970376439482368,4,0.0001,500.0,376,0.0001648477918934077,-0.013469205237925053,
7.972777658319783,10.886897820579744,8.112034414513044,38000,37900,3.9326549840357115,4,0.0001,500.0,380,0.0001943826791830361,-0.013274924829602242,
7.920284883218747,101.82168465046183,4.5795039811162574,38400,38300,4.246578509249169,4,0.0001,500.0,384,0.00024744836264289916,-0.009976624511182308,
7.83904833912398,99.39104294263367,2.429286146142173,38800,38700,4.165578810977396,4,0.0001,500.0,388,0.00014721762272529304,-0.011343598365783691,
6.459528729320209,92.92807458521611,2.2435366287245486,39200,39100,2.475723809926127,4,0.0001,500.0,392,0.0001463323860662058,-0.008462464436888695,
4.103134135034888,105.1583265242778,5.872207554856198,39600,39500,2.813931992403057,4,0.0001,500.0,396,0.00014724201173521578,-0.011166404001414776,
4.469240211084611,10.63305034247526,2.8923740692520354,40000,39900,4.168556565539857,4,0.0001,500.0,400,0.00015034578973427415,-0.012005659751594067,
4.835346287134333,110.2076583253171,6.753712597931956,40400,40300,2.2011822055139625,4,0.0001,500.0,404,0.00017867356655187905,-0.011237716302275658,
